source	target	Spearman	P_value	FDR
otu_201	otu_723	0.8892520625611339	1.582324160587234e-7	3.1326482459715304e-5
otu_577	otu_900	0.8892520625611339	1.582324160587234e-7	3.1326482459715304e-5
otu_592	otu_95	0.8892520625611339	1.582324160587234e-7	3.1326482459715304e-5
otu_659	otu_77	0.8889570529169135	1.6188623930268875e-7	3.196058244238821e-5
otu_138	otu_526	0.8886713575680203	1.6549505632568184e-7	3.258229892260841e-5
otu_14	otu_160	0.8886134116732582	1.662355608722521e-7	3.263742828914609e-5
otu_190	otu_3	0.8882382545380463	1.7110052219493355e-7	3.333366663779306e-5
otu_103	otu_135	0.888231236213135	1.7119271200627395e-7	3.333366663779306e-5
otu_477	otu_764	0.888231236213135	1.7119271200627395e-7	3.333366663779306e-5
otu_430	otu_898	0.888171680910668	1.7197676238644988e-7	3.3394589070964444e-5
otu_160	otu_538	0.8879722153233187	1.7462573942417237e-7	3.359073854310841e-5
otu_263	otu_312	0.8879722153233187	1.7462573942417237e-7	3.359073854310841e-5
otu_477	otu_92	0.8879722153233187	1.7462573942417237e-7	3.359073854310841e-5
otu_215	otu_609	0.8879530118797959	1.7488264747456128e-7	3.359073854310841e-5
otu_439	otu_713	0.887796045374059	1.7699504439860902e-7	3.390459666701571e-5
otu_14	otu_337	0.8877066632939998	1.782078906664708e-7	3.404491228807759e-5
otu_285	otu_69	0.8872409464117402	1.8464604067958135e-7	3.511536233407345e-5
otu_718	otu_851	0.887229838980175	1.848020507733139e-7	3.511536233407345e-5
otu_183	otu_512	0.8868988017471752	1.8950505009662777e-7	3.5912727087295696e-5
otu_376	otu_667	0.886738182603198	1.9182453403487898e-7	3.625534846468289e-5
otu_520	otu_87	0.8866984248841948	1.9240250193064412e-7	3.626787161392642e-5
otu_288	otu_659	0.8866047074483779	1.9377094373496107e-7	3.642893742217268e-5
otu_3	otu_794	0.8863709390920596	1.9722165500724032e-7	3.697958206426763e-5
otu_654	otu_789	0.8861946717107829	1.9985911059450245e-7	3.737523567940885e-5
otu_667	otu_727	0.8859833767007557	2.0306140946502182e-7	3.765094323828148e-5
otu_439	otu_880	0.8859623899229174	2.0338191997204547e-7	3.765094323828148e-5
otu_174	otu_272	0.8857919378040867	2.0600154759797817e-7	3.765094323828148e-5
otu_181	otu_258	0.8857919378040867	2.0600154759797817e-7	3.765094323828148e-5
otu_409	otu_900	0.8857919378040867	2.0600154759797817e-7	3.765094323828148e-5
otu_438	otu_843	0.8857919378040867	2.0600154759797817e-7	3.765094323828148e-5
otu_748	otu_829	0.8857919378040867	2.0600154759797817e-7	3.765094323828148e-5
otu_782	otu_829	0.8857919378040867	2.0600154759797817e-7	3.765094323828148e-5
otu_154	otu_489	0.8857846359986034	2.0611442486107023e-7	3.765094323828148e-5
otu_508	otu_574	0.8852810376479705	2.1403157646204818e-7	3.89966632733268e-5
otu_284	otu_759	0.8847798447211508	2.2217447415151526e-7	4.037650776913537e-5
otu_550	otu_713	0.8846198887145986	2.2482984896043945e-7	4.075457896399004e-5
otu_444	otu_789	0.8844784004238467	2.2720180337110207e-7	4.107947708094446e-5
otu_489	otu_533	0.8843520963702707	2.2933771415267756e-7	4.1360152234822334e-5
otu_263	otu_533	0.8842481364991748	2.3110895641664797e-7	4.157380303296026e-5
otu_139	otu_869	0.884201632668018	2.319051524146687e-7	4.1611416664663437e-5
otu_727	otu_801	0.8838612368024132	2.3780671187800806e-7	4.2562597250165905e-5
otu_148	otu_499	0.8835427296929163	2.4344762294958855e-7	4.3353250563253864e-5
otu_421	otu_640	0.8835427296929163	2.4344762294958855e-7	4.3353250563253864e-5
otu_217	otu_879	0.8834995120880311	2.442219950715696e-7	4.338215068344002e-5
otu_168	otu_69	0.8832089056471819	2.494854007828451e-7	4.420631816471232e-5
otu_73	otu_848	0.8830251550608661	2.5286454574668937e-7	4.469333552205076e-5
otu_209	otu_350	0.8826446280991735	2.5999022823519624e-7	4.583847616019346e-5
otu_337	otu_894	0.8822898451581457	2.667917988752322e-7	4.6539779711597726e-5
otu_834	otu_894	0.8822898451581457	2.667917988752322e-7	4.6539779711597726e-5
otu_116	otu_676	0.882282114746002	2.669417191736301e-7	4.6539779711597726e-5
otu_550	otu_558	0.8822661730184492	2.672511194568017e-7	4.6539779711597726e-5
otu_744	otu_881	0.8822661730184492	2.672511194568017e-7	4.6539779711597726e-5
otu_66	otu_851	0.882164336899813	2.692350054012138e-7	4.677034373239321e-5
otu_191	otu_827	0.8820408725977199	2.716575400185661e-7	4.707579414756942e-5
otu_204	otu_288	0.8819337940485497	2.7377401545791713e-7	4.732684663315935e-5
otu_2	otu_738	0.8817200568773805	2.7804193436509195e-7	4.7947688905256104e-5
otu_402	otu_659	0.8815695981835319	2.8108117700043067e-7	4.835414927447215e-5
otu_533	otu_54	0.8813594246391908	2.8537539153994373e-7	4.897401029245775e-5
otu_751	otu_863	0.8812823640752343	2.8696422083029915e-7	4.912772008591373e-5
otu_261	otu_759	0.8812021629003732	2.8862603240753515e-7	4.928849411898286e-5
otu_550	otu_721	0.881136657695534	2.899895881203207e-7	4.928849411898286e-5
otu_881	otu_898	0.881136657695534	2.899895881203207e-7	4.928849411898286e-5
otu_320	otu_561	0.880525794832726	3.0297968889314575e-7	5.128283367279085e-5
otu_2	otu_504	0.8805169975747735	3.0317042876149003e-7	5.128283367279085e-5
otu_116	otu_773	0.8803147957747967	3.075836325638903e-7	5.188389310424587e-5
otu_561	otu_74	0.8802873122148219	3.0818780683006253e-7	5.188389310424587e-5
otu_160	otu_184	-0.880158003762951	3.1104439157658703e-7	5.206996270527658e-5
otu_184	otu_881	-0.880158003762951	3.1104439157658703e-7	5.206996270527658e-5
otu_31	otu_520	0.8801376094411906	3.1149703971777853e-7	5.206996270527658e-5
otu_558	otu_830	0.8799170235050395	3.1642991960012523e-7	5.277008701547877e-5
otu_217	otu_654	0.8797892720306514	3.193179716198813e-7	5.312671492143358e-5
otu_462	otu_898	0.8797384658748124	3.2047294062920173e-7	5.319400501179227e-5
otu_209	otu_261	0.8793388429752066	3.29685901911958e-7	5.459536912128957e-5
otu_116	otu_489	0.8792792792792793	3.310787777266455e-7	5.4698227156535495e-5
otu_894	otu_898	0.879224999646218	3.323525756826484e-7	5.47809794281009e-5
otu_4	otu_655	0.8791208791208791	3.3480803218743915e-7	5.502014720000359e-5
otu_718	otu_808	0.8790938071750679	3.3544906319349366e-7	5.502014720000359e-5
otu_801	otu_87	0.8790649962364607	3.361324529826959e-7	5.502014720000359e-5
otu_713	otu_721	0.8790086988513213	3.3747133731942824e-7	5.506619313429618e-5
otu_1	otu_410	0.8788915314207544	3.402728481205486e-7	5.506619313429618e-5
otu_164	otu_67	0.8788915314207544	3.402728481205486e-7	5.506619313429618e-5
otu_245	otu_497	0.8788716882899923	3.4074931631877803e-7	5.506619313429618e-5
otu_245	otu_72	0.8788716882899923	3.4074931631877803e-7	5.506619313429618e-5
otu_460	otu_668	0.8788581228607426	3.410753821597723e-7	5.506619313429618e-5
otu_421	otu_479	0.8787495503274936	3.436949560509106e-7	5.5363008420600776e-5
otu_754	otu_892	0.8785728194138382	3.4799673032104295e-7	5.590858561281961e-5
otu_276	otu_881	0.8785457586850669	3.486595581136953e-7	5.590858561281961e-5
otu_512	otu_73	0.8780130439077942	3.619351258699055e-7	5.7906352101930976e-5
otu_206	otu_261	0.8779081863781637	3.6459977303948676e-7	5.820129169807807e-5
otu_504	otu_801	0.8778280542986425	3.66647666449893e-7	5.839667417371375e-5
otu_204	otu_382	0.8777736611722853	3.6804349878849507e-7	5.8485478092817004e-5
otu_22	otu_718	0.8777420985775959	3.6885558873933633e-07	5.8485478092817004e-5
otu_207	otu_421	0.8775890466889483	3.7281584308601623e-7	5.898146360393858e-5
otu_54	otu_863	0.8774654566649867	3.760409010844512e-7	5.93591868714066e-5
otu_66	otu_727	0.8771026521672555	3.8564984561340054e-7	6.074070768376751e-5
otu_116	otu_512	0.8770177366145914	3.8792966794432004e-7	6.0964308525990306e-5
otu_296	otu_526	0.8769832234632604	3.88859649813611e-7	6.097525783227764e-5
otu_330	otu_430	0.8766604673574165	3.976515328130148e-7	6.2216225253102075e-05
otu_504	otu_738	0.876311541436342	4.073517103631019e-7	6.359352384073835e-5
otu_190	otu_735	0.8761121350221686	4.1298778574727635e-7	6.43316973684043e-5
otu_154	otu_881	-0.8760208128691044	4.155916621950695e-7	6.452354691340117e-5
otu_493	otu_87	0.8760051346632761	4.160401396724467e-7	6.452354691340117e-5
otu_191	otu_802	0.8759578544061303	4.173951662078679e-7	6.459235764224638e-5
otu_183	otu_508	0.8758237423942017	4.212598014863289e-7	6.490697758727184e-5
otu_327	otu_561	0.8758237423942017	4.212598014863289e-7	6.490697758727184e-5
otu_207	otu_734	0.8755851735302879	4.2821203249943096e-7	6.580713146937745e-5
otu_402	otu_504	0.875559744848283	4.2895895280281593e-7	6.580713146937745e-5
otu_125	otu_723	0.875411563532945	4.333342475959512e-7	6.59077213146151e-5
otu_245	otu_432	0.875411563532945	4.333342475959512e-7	6.59077213146151e-5
otu_245	otu_885	0.875411563532945	4.333342475959512e-7	6.59077213146151e-5
otu_270	otu_723	0.875411563532945	4.333342475959512e-7	6.59077213146151e-5
otu_261	otu_284	0.8751044649853646	4.425264590324218e-7	6.716168160681354e-5
otu_29	otu_444	0.8742535813868718	4.688935977270603e-7	7.101133041133148e-5
otu_124	otu_834	0.8741821434501503	4.7116863788332353e-7	7.120372788618004e-5
otu_116	otu_183	0.8741231137681935	4.7305580763712385e-7	7.133681579167828e-5
otu_558	otu_713	0.8739974103818797	4.770965955636086e-7	7.179341466489665e-5
otu_138	otu_765	0.8732514289001909	5.017043067656601e-7	7.530898697066202e-5
otu_202	otu_763	0.873225356092299	5.025841023353905e-7	7.530898697066202e-5
otu_31	otu_851	0.8730103212279625	5.098918613999359e-7	7.608336903204891e-5
otu_734	otu_762	0.8730101130077664	5.098989825924605e-7	7.608336903204891e-5
otu_851	otu_87	0.8723151994455944	5.341553990234615e-7	7.953529004451021e-5
otu_73	otu_773	0.8719889406905881	5.458879890340995e-7	8.106552166162177e-5
otu_100	otu_287	0.8719346063699305	5.478636615485755e-7	8.106552166162177e-5
otu_164	otu_444	0.8719346063699305	5.478636615485755e-7	8.106552166162177e-5
otu_124	otu_754	0.871169214929605	5.763671393488323e-7	8.510541118434966e-5
otu_655	otu_745	0.8709434368789599	5.850193505185786e-7	8.607489264959701e-5
otu_73	otu_851	0.8709345627037515	5.853617339734996e-7	8.607489264959701e-5
otu_288	otu_352	0.8707209584974697	5.93656108494045e-7	8.711381023938704e-5
otu_250	otu_71	0.8706698471974551	5.95655974766629e-7	8.722667947842893e-5
otu_237	otu_330	0.8703072875003139	6.100121618946019e-7	8.914478760091095e-5
otu_5	otu_793	0.8700490752642297	6.204203022441845e-7	9.047923732892763e-5
otu_808	otu_883	0.8699682659241156	6.237093750360856e-7	9.077212662229486e-5
otu_183	otu_773	0.8697832108362648	6.31298968212235e-7	9.168841326026715e-5
otu_73	otu_730	0.8697219276402317	6.338301048458561e-7	9.186777609622679e-5
otu_312	otu_635	0.8695278969957082	6.4190268855846e-7	9.28479488862641e-5
otu_32	otu_558	0.8694542764954671	6.449891094550964e-7	9.310437499335929e-5
otu_267	otu_783	0.8691428571428571	6.581889953061193e-7	9.481667323438315e-5
otu_317	otu_352	0.868976889081985	6.653198436623597e-7	9.545588914861015e-5
otu_356	otu_621	0.868976889081985	6.653198436623597e-7	9.545588914861015e-5
otu_508	otu_773	0.8687750887140783	6.740812374950167e-7	9.651753896706424e-5
otu_533	otu_80	0.868560094649373	6.835263688387272e-7	9.767261072139846e-5
otu_284	otu_506	0.8684919053287354	6.865461557037378e-7	9.790673104961392e-5
otu_288	otu_621	0.8684315957669767	6.892267065961022e-7	9.804435680317549e-5
otu_777	otu_789	0.8684080017945098	6.902778661999065e-7	9.804435680317549e-5
otu_68	otu_731	0.8682571818189817	6.970304089470858e-7	9.880545452906731e-5
otu_39	otu_587	0.8681318681318682	7.026848694025034e-7	9.940816926900565e-5
otu_439	otu_721	0.8680481306609218	7.064856419880527e-7	9.974676566044866e-5
otu_892	otu_894	0.8679775280898876	7.097041967440987e-7	1.0000197743227582e-4
otu_154	otu_670	-0.867772798960556	7.191098227998793e-7	1.0072653715566057e-4
otu_154	otu_744	-0.867772798960556	7.191098227998793e-7	1.0072653715566057e-4
otu_154	otu_90	-0.867772798960556	7.191098227998793e-7	1.0072653715566057e-4
otu_344	otu_550	0.8676855061594423	7.23153259052367e-7	1.0109311713726937e-4
otu_118	otu_654	0.8674844151921756	7.325436468530455e-7	1.0220425888652845e-4
otu_462	otu_539	0.8674223431153979	7.354637046042001e-7	1.0220926574024957e-4
otu_67	otu_789	0.8674223431153979	7.354637046042001e-7	1.0220926574024957e-4
otu_107	otu_3	0.8673498453398668	7.388871070546088e-7	1.022334718003344e-4
otu_533	otu_574	0.8673371647509579	7.394873247079659e-7	1.022334718003344e-4
otu_161	otu_410	0.8672966563360479	7.414075922085317e-7	1.022334718003344e-4
otu_29	otu_67	0.8672966563360479	7.414075922085317e-7	1.022334718003344e-4
otu_164	otu_794	0.8672340107191647	7.443858454081465e-7	1.0244483724106368e-4
otu_526	otu_765	0.8671356093430865	7.49085106832581e-7	0.00010275218754316675
otu_508	otu_512	0.8671265591339757	7.495186093997575e-7	0.00010275218754316675
otu_617	otu_87	0.8670454545454546	7.534133050768332e-7	1.0308672086993365e-4
otu_415	otu_731	0.8669712387645919	7.569926965267371e-7	1.0337690627943933e-4
otu_506	otu_734	0.8669264188404648	7.591615374114014e-7	1.0347371754917401e-4
otu_703	otu_784	0.8667022120939732	7.700927411313785e-7	1.0476217489525447e-4
otu_489	otu_508	0.8666666666666667	7.718383436827736e-7	1.047984951089277e-4
otu_124	otu_261	0.8666323014155084	7.735292786303916e-7	1.0482726797745245e-4
otu_617	otu_727	0.8662153789226001	7.943035109647667e-7	1.0743712908995956e-4
otu_653	otu_73	0.8661654135338346	7.968256139356811e-7	1.0757297564439112e-4
otu_805	otu_880	0.8659738604130598	8.065596657225171e-7	1.0846853206315073e-4
otu_880	otu_893	0.8659738604130598	8.065596657225171e-7	1.0846853206315073e-4
otu_659	otu_765	0.8659447021917975	8.080504674268241e-7	1.0846853206315073e-4
otu_154	otu_508	0.8657669041116293	8.171931964451318e-7	1.0932064321834751e-4
otu_261	otu_734	0.865761292509574	8.174832228924345e-7	1.0932064321834751e-4
otu_357	otu_802	0.865704959981525	8.203996701983129e-7	1.0942837427500276e-4
otu_3	otu_737	0.8656861273304579	8.213767017650753e-7	1.0942837427500276e-4
otu_507	otu_642	0.8655017804457755	8.309944274920156e-7	1.1050199069966997e-4
otu_207	otu_325	-0.8654595190806084	8.332131105071028e-7	1.1058953636760564e-4
otu_190	otu_402	0.8653487806258657	8.390513706046931e-7	1.10949317994191e-4
otu_276	otu_337	0.8653487193915144	8.390546086811668e-7	1.10949317994191e-4
otu_73	otu_808	0.8651763426525649	8.482137423548863e-7	1.1175537886096371e-4
otu_148	otu_286	0.8651746522317084	8.483039932727365e-7	1.1175537886096371e-4
otu_580	otu_891	0.8650379538125391	8.556301107631725e-7	1.1251139096558556e-4
otu_415	otu_734	0.8649628230715148	8.596801295279732e-7	1.1277903394751322e-4
otu_382	otu_731	0.864911818546797	8.624391387712649e-7	1.1277903394751322e-4
otu_73	otu_862	0.864911818546797	8.624391387712649e-7	1.1277903394751322e-4
otu_138	otu_352	0.8644588116690805	8.872856671615637e-7	1.1560157894438048e-4
otu_138	otu_621	0.8644588116690805	8.872856671615637e-7	1.1560157894438048e-4
otu_489	otu_92	0.8644284775595907	8.889715679138988e-7	1.1560871348158804e-4
otu_508	otu_676	0.8641755788090505	9.03136490482126e-7	1.172357177644893e-4
otu_561	otu_734	-0.8641206912955023	9.062366883583195e-7	1.1736936782177118e-4
otu_116	otu_154	0.8640987597877148	9.074780400464277e-7	1.1736936782177118e-4
otu_80	otu_827	0.8639193420121446	9.176892841189499e-7	1.182875893356794e-4
otu_767	otu_886	0.8639153882608737	9.179154316640847e-7	1.182875893356794e-4
otu_154	otu_773	0.8638528703059909	9.214978300420285e-7	1.1853372087487986e-4
otu_735	otu_874	0.8637379277739683	9.281161692520357e-7	1.1916877103606392e-4
otu_430	otu_538	0.863463428063864	9.440901602708607e-7	1.2100060433880204e-4
otu_653	otu_862	0.8634023738372912	9.476755979953566e-7	1.2124089473559368e-4
otu_276	otu_538	0.8633540372670807	9.505226241657283e-7	1.2125208498041638e-4
otu_808	otu_860	0.8633379732780244	9.514704482072034e-7	1.2125208498041638e-4
otu_184	otu_430	-0.8633128745043299	9.529530058394187e-7	1.2125208498041638e-4
otu_224	otu_561	-0.8632849285345615	9.546061208176582e-7	1.2125208498041638e-4
otu_352	otu_402	0.8632495902634214	9.5670010891169e-7	1.2130067427410544e-4
otu_759	otu_894	0.8631621187800963	9.619005620908894e-7	1.2174225756920335e-4
otu_22	otu_801	0.8629527858647789	9.744465323535678e-7	1.2289123207667523e-4
otu_352	otu_382	0.8629527858647789	9.744465323535678e-7	1.2289123207667523e-4
otu_296	otu_499	0.8627722857760846	9.853790907676796e-7	1.2382930573980508e-4
otu_439	otu_667	0.8627722857760846	9.853790907676796e-7	1.2382930573980508e-4
otu_296	otu_77	0.8626212693410334	9.946081180878252e-7	1.2476786721697823e-4
otu_209	otu_734	0.8625841868489884	9.96885853421503e-7	1.248326532634319e-4
otu_721	otu_830	0.8624886920341298	1.0027724823835626e-6	1.253483288561153e-4
otu_237	otu_881	0.8623177086747639	1.0133884364993406e-6	1.2645232187557618e-4
otu_284	otu_834	0.8622317596566523	1.018761818905034e-6	1.2679079749174362e-4
otu_329	otu_731	0.8622171318585018	1.0196787991745282e-6	1.2679079749174362e-4
otu_206	otu_894	0.8619579708292133	1.036045033320221e-6	1.286002237856462e-4
otu_452	otu_891	0.8618697188945145	1.0416703872806465e-6	1.2907243071486556e-4
otu_653	otu_667	0.8617908927541058	1.04671747935825e-6	1.294714625951053e-4
otu_337	otu_744	0.8614109602955055	1.0713448739263498e-6	1.322868280216097e-4
otu_22	otu_558	0.8613704570784196	1.0739999454223437e-6	1.3238403501174615e-4
otu_306	otu_357	0.8611745593209437	1.0869228059817715e-6	1.3374434166104867e-4
otu_653	otu_851	0.861028920258302	1.0966181163141187e-6	1.34703475930467e-4
otu_346	otu_869	0.8605520438686277	1.1288952177501699e-6	1.3842833469422325e-4
otu_316	otu_727	0.860172051617206	1.155206140524001e-6	1.414100007180986e-4
otu_267	otu_744	0.8600378041868519	1.1646287929600874e-6	1.4231763849972267e-4
otu_382	otu_621	0.8599407342561758	1.1714837817589085e-6	1.429089234353604e-4
otu_118	otu_678	0.8594768667442478	1.204730878168192e-6	1.467122091426955e-4
otu_184	otu_508	0.8594194216086263	1.2089050103192278e-6	1.469680128840233e-4
otu_728	otu_816	0.8593106107631266	1.2168461789308083e-6	1.4768011948270544e-4
otu_489	otu_827	0.8588174561341201	1.2534115914064614e-6	1.5159863473127022e-4
otu_545	otu_894	0.8588174561341201	1.2534115914064614e-6	1.5159863473127022e-4
otu_783	otu_794	0.8587210486312504	1.2606709236528957e-6	1.5221688651588183e-4
otu_439	otu_558	0.8585871391389225	1.2708150372020555e-6	1.531807594842396e-4
otu_773	otu_869	0.85847903703684	1.2790561059183858e-6	1.539123608880671e-4
otu_261	otu_482	0.8583984100711584	1.285232995806851e-6	1.543935149335701e-4
otu_482	otu_894	0.858346709470305	1.2892075165193972e-6	1.546089203736528e-4
otu_376	otu_746	0.8582593357267436	1.2959488491226523e-6	1.5515484903786672e-4
otu_201	otu_432	0.858110939747709	1.3074689539926965e-6	1.5522306462845286e-4
otu_201	otu_885	0.858110939747709	1.3074689539926965e-6	1.5522306462845286e-4
otu_258	otu_38	0.858110939747709	1.3074689539926965e-6	1.5522306462845286e-4
otu_353	otu_645	0.858110939747709	1.3074689539926965e-6	1.5522306462845286e-4
otu_397	otu_53	0.858110939747709	1.3074689539926965e-6	1.5522306462845286e-4
otu_204	otu_3	0.8579229557483519	1.3221907004812294e-6	1.56652028236254e-4
otu_31	otu_718	0.8579009206606903	1.3239257987684994e-6	1.56652028236254e-4
otu_617	otu_875	0.8578008775895126	1.3318284852736895e-6	1.573244595370967e-4
otu_207	otu_284	0.8576744643685769	1.341873142379768e-6	1.5804151156220683e-4
otu_452	otu_875	0.8576683790102356	1.3423583435923092e-6	1.5804151156220683e-4
otu_66	otu_667	0.8575957913986868	1.3481577678664536e-6	1.5807104625199765e-4
otu_139	otu_80	0.857556835847091	1.3512791579017858e-6	1.5807104625199765e-4
otu_299	otu_545	0.857556835847091	1.3512791579017858e-6	1.5807104625199765e-4
otu_2	otu_452	0.8575537062871527	1.3515301939825974e-6	1.5807104625199765e-4
